disease	drug	proximity	pval
Arthritis, Gouty	ketazolam	2.4	0.349050743924623
Arthritis, Gouty	ketoconazole	2.2	0.847861775759318
Arthritis, Gouty	ketoprofen	2.66666666666667	0.986327912526916
Arthritis, Gouty	ketorolac	2.5	0.795165808694361
Arthritis, Gouty	ketotifen	2	0.243395161081946
Arthritis, Gouty	keyhole limpet hemocyanin	3	0.940247374935415
Arthritis, Gouty	l-glutamine	2	0.282154048637767
Arthritis, Gouty	l-lysine	2	0.104293221333999
Arthritis, Gouty	labetalol	2.8	0.999902801832047
Arthritis, Gouty	lacidipine	2.44444444444444	0.788539261339343
Arthritis, Gouty	lacosamide	3	0.886425896957242
Arthritis, Gouty	lactose	2	0.158536173025104
Arthritis, Gouty	lamotrigine	2.75	0.999908126371888
Arthritis, Gouty	lanadelumab	3	0.90319951541439
Arthritis, Gouty	lanreotide	2.5	0.828106556695188
Arthritis, Gouty	lansoprazole	2	0.5
Arthritis, Gouty	lapatinib	1.5	0.113874096989553
Arthritis, Gouty	larotrectinib	2	0.411225003425013
Arthritis, Gouty	lasmiditan	3	0.675094610966594
Arthritis, Gouty	lasofoxifene	2.33333333333333	0.809188002940345
Arthritis, Gouty	latanoprost	3	0.893318648385445
Arthritis, Gouty	latanoprostene bunod	3	0.841463826974896
Arthritis, Gouty	lauric acid	2	0.0266404207325599
Arthritis, Gouty	leflunomide	2	0.389661762637626
Arthritis, Gouty	lemborexant	3	0.891011023259608
Arthritis, Gouty	lenalidomide	2	0.331903790714222
Arthritis, Gouty	lenograstim	2	0.374957161283911
Arthritis, Gouty	lenvatinib	2	0.408605060640901
Arthritis, Gouty	lepirudin	2	0.460172162722971
Arthritis, Gouty	lercanidipine	3	0.66217742291099
Arthritis, Gouty	lesinurad	3	0.898020142263447
Arthritis, Gouty	letrozole	2	0.155031410571942
Arthritis, Gouty	leuprolide	3	0.747791672591408
Arthritis, Gouty	levacetylmethadol	2.66666666666667	0.917612425541021
Arthritis, Gouty	levallorphan	2	0.424072650566491
Arthritis, Gouty	levamisole	2.5	0.541143255644535
Arthritis, Gouty	levamlodipine	2.25	0.827897381800871
Arthritis, Gouty	levetiracetam	2	0.161742308584578
Arthritis, Gouty	levobetaxolol	3	0.976866046149277
Arthritis, Gouty	levobunolol	2.5	0.987022240434271
Arthritis, Gouty	levobupivacaine	3	0.759147321819919
Arthritis, Gouty	levocabastine	3	0.85533976524554
Arthritis, Gouty	levocarnitine	2.54545454545455	0.687576683537679
Arthritis, Gouty	levocetirizine	2	0.242497250706788
Arthritis, Gouty	levodopa	2.8	0.998161205008239
Arthritis, Gouty	levofloxacin	2	0.569452950120241
Arthritis, Gouty	levomenthol	2.38461538461538	0.487062880621198
Arthritis, Gouty	levomilnacipran	2.5	0.818661067143788
Arthritis, Gouty	levonordefrin	3	0.986215043863653
Arthritis, Gouty	levonorgestrel	2	0.680199665029621
Arthritis, Gouty	levorphanol	2	0.272551233636201
Arthritis, Gouty	levosalbutamol	2	0.580471939347127
Arthritis, Gouty	levosimendan	2.75	0.983502693120576
Arthritis, Gouty	levothyroxine	2	0.402829654114181
Arthritis, Gouty	lidocaine	2.33333333333333	0.743036716932406
Arthritis, Gouty	lifitegrast	2	0.297781794118698
Arthritis, Gouty	linaclotide	2	0.203428523821845
Arthritis, Gouty	linagliptin	2	0.414499995640553
Arthritis, Gouty	lindane	2.125	0.256866084032152
Arthritis, Gouty	liothyronine	2	0.539827837277029
Arthritis, Gouty	liotrix	2	0.421945575872958
Arthritis, Gouty	lipegfilgrastim	2	0.406651710300601
Arthritis, Gouty	lipoic acid	2	0.0890192579910062
Arthritis, Gouty	liraglutide	2	0.482236284666628
Arthritis, Gouty	lisinopril	2.5	0.779272603798832
Arthritis, Gouty	lisuride	2.8	0.999997671747089
Arthritis, Gouty	lithium carbonate	2.25	0.625203159157354
Arthritis, Gouty	lithium citrate	2.25	0.61961173012733
Arthritis, Gouty	lixisenatide	2	0.556515707849836
Arthritis, Gouty	lofexidine	2.66666666666667	0.994479760583073
Arthritis, Gouty	lomefloxacin	2	0.539827837277029
Arthritis, Gouty	lomitapide	2	0.183665196813397
Arthritis, Gouty	lomustine	3	0.85465068632033
Arthritis, Gouty	lonoctocog alfa	2.09090909090909	0.361192721812645
Arthritis, Gouty	loperamide	2.14285714285714	0.646321616653685
Arthritis, Gouty	lopinavir	2.33333333333333	0.618722020479195
Arthritis, Gouty	loratadine	2	0.269885100332698
Arthritis, Gouty	lorazepam	2.57142857142857	0.628770706338305
Arthritis, Gouty	lorcaserin	3	0.883985433316665
Arthritis, Gouty	lorlatinib	2	0.556515707849836
Arthritis, Gouty	lormetazepam	2.8	0.803714919638764
Arthritis, Gouty	lornoxicam	2.5	0.859141576053925
Arthritis, Gouty	lorpiprazole	2.8	0.999809948594176
Arthritis, Gouty	losartan	2	0.368095261747934
Arthritis, Gouty	loteprednol etabonate	2	0.590280184349119
Arthritis, Gouty	lovastatin	2	0.297405232524206
Arthritis, Gouty	loxapine	2.80645161290323	0.999998888056589
Arthritis, Gouty	loxoprofen	2.5	0.821346502469393
Arthritis, Gouty	lubiprostone	2	0.363244662055771
Arthritis, Gouty	lumacaftor	2	0.615393999131272
Arthritis, Gouty	lumateperone	2.6	0.99966553522212
Arthritis, Gouty	lumiracoxib	2.5	0.842938888338788
Arthritis, Gouty	lurasidone	2.66666666666667	0.99143378159364
Arthritis, Gouty	lusutrombopag	3	0.986044282000928
Arthritis, Gouty	lutetium lu 177 dotatate	2.8	0.993258866630945
Arthritis, Gouty	lutropin alfa	3	0.976866046149277
Arthritis, Gouty	lyme disease vaccine (recombinant ospa)	2	0.460172162722971
Arthritis, Gouty	lypressin	2.66666666666667	0.878149476348684
Arthritis, Gouty	macimorelin	3	0.771094022995954
Arthritis, Gouty	macitentan	2	0.256986186849996
Arthritis, Gouty	mafenide	3	0.883985433316665
Arthritis, Gouty	magnesium acetate	2	0.5
Arthritis, Gouty	magnesium acetate tetrahydrate	2.28571428571429	0.702314867058963
Arthritis, Gouty	magnesium carbonate	2.28571428571429	0.688140766073312
Arthritis, Gouty	magnesium cation	2	0.482236284666628
Arthritis, Gouty	magnesium sulfate	2.5	0.634537549779848
Arthritis, Gouty	malathion	3	0.61141213129249
Arthritis, Gouty	manganese	2.2	0.812374781684308
Arthritis, Gouty	manidipine	2.58333333333333	0.936569637934764
Arthritis, Gouty	maprotiline	2.88235294117647	0.99999949520304
Arthritis, Gouty	maraviroc	2	0.419528060652873
Arthritis, Gouty	masoprocol	2	0.398626189818971
Arthritis, Gouty	mazindol	2.25	0.428490486524722
Arthritis, Gouty	mebendazole	2	0.590280184349119
Arthritis, Gouty	mecamylamine	3	0.988335516342536
Arthritis, Gouty	mecasermin	2	0.481274004266148
Arthritis, Gouty	mecasermin rinfabate	2	0.435697353664103
Arthritis, Gouty	meclizine	2	0.225983494382793
Arthritis, Gouty	meclofenamic acid	2.6	0.959191729524932
Arthritis, Gouty	medrogestone	2	0.569452950120241
Arthritis, Gouty	medroxyprogesterone acetate	2.5	0.728842905326803
Arthritis, Gouty	medrysone	2	0.580471939347127
Arthritis, Gouty	mefenamic acid	2.5	0.771514295514083
Arthritis, Gouty	mefloquine	3	0.996615629426542
Arthritis, Gouty	megestrol acetate	2	0.580471939347127
Arthritis, Gouty	meloxicam	2.5	0.899219591102469
Arthritis, Gouty	memantine	2.54166666666667	0.90182887230182
Arthritis, Gouty	menadione	2.38461538461538	0.866654913982805
Arthritis, Gouty	menotropins	2.5	0.872273589870482
Arthritis, Gouty	menthyl salicylate	2.5	0.84005436221155
Arthritis, Gouty	mepenzolate	3	0.972017561300764
Arthritis, Gouty	meperidine	2.5	0.95599210469809
Arthritis, Gouty	mephentermine	2.77777777777778	0.9997804359222
Arthritis, Gouty	mephenytoin	2	0.333844760105556
Arthritis, Gouty	mepivacaine	3	0.782800715662779
Arthritis, Gouty	mepolizumab	3	0.802968200025648
Arthritis, Gouty	meprobamate	2.61538461538462	0.68594017717374
Arthritis, Gouty	mepyramine	2	0.203428523821845
Arthritis, Gouty	mercaptopurine	2	0.259258496522561
Arthritis, Gouty	mesalazine	2.28571428571429	0.908050655845829
Arthritis, Gouty	mesoridazine	3	0.999685279640919
Arthritis, Gouty	mestranol	2	0.667945862951247
Arthritis, Gouty	metamfetamine	2.44444444444444	0.716485379272268
Arthritis, Gouty	metamizole	3	0.95758907279707
Arthritis, Gouty	metaraminol	3	0.931153272283878
Arthritis, Gouty	metergoline	3	0.859492427064479
Arthritis, Gouty	metformin	2.33333333333333	0.586197071489264
Arthritis, Gouty	methacholine	3	0.965661217299385
Arthritis, Gouty	methadone	2.42857142857143	0.926250587670806
Arthritis, Gouty	methantheline	3	0.842051039889541
Arthritis, Gouty	methazolamide	2.75	0.896345939515147
Arthritis, Gouty	methdilazine	2	0.237569428041602
Arthritis, Gouty	methimazole	3	0.739863101889446
Arthritis, Gouty	methionine	2.4	0.549372862743051
Arthritis, Gouty	methocarbamol	3	0.835655153620539
Arthritis, Gouty	methohexital	3	0.883985433316665
Arthritis, Gouty	methotrexate	2	0.290571470605074
Arthritis, Gouty	methotrimeprazine	2.89473684210526	0.999999975090048
Arthritis, Gouty	methoxamine	3	0.998258723286343
Arthritis, Gouty	methoxy polyethylene glycol-epoetin beta	2	0.513236346083117
Arthritis, Gouty	methoxyflurane	2.55555555555556	0.780090343027918
Arthritis, Gouty	methscopolamine bromide	3	0.989090245868123
Arthritis, Gouty	methsuximide	3	0.728581061596639
Arthritis, Gouty	methyclothiazide	2.75	0.941403686959514
Arthritis, Gouty	methyl aminolevulinate	1	0.00181800089329235
Arthritis, Gouty	methyldopa	2.5	0.684186123709742
Arthritis, Gouty	methylene blue	2	0.286046225881624
Arthritis, Gouty	methylergometrine	3	0.979288897959506
Arthritis, Gouty	methylnaltrexone	2	0.288034907556519
Arthritis, Gouty	methylphenidate	2.33333333333333	0.531894948692992
Arthritis, Gouty	methylphenobarbital	2.63636363636364	0.923273952812527
Arthritis, Gouty	methylprednisolone	2	0.625042838716089
Arthritis, Gouty	methyltestosterone	2	0.701882466712354
Arthritis, Gouty	methyprylon	2.61538461538462	0.737976024390177
Arthritis, Gouty	methysergide	2.75	0.990468577319618
Arthritis, Gouty	metipranolol	2.5	0.99771894306564
Arthritis, Gouty	metixene	3	0.98438679144549
Arthritis, Gouty	metoclopramide	2.75	0.896366901134944
Arthritis, Gouty	metocurine	3.5	0.998907489950227
Arthritis, Gouty	metocurine iodide	4	0.99796239995424
Arthritis, Gouty	metolazone	2	0.337981481399644
Arthritis, Gouty	metoprolol	2.5	0.984001985619378
Arthritis, Gouty	metreleptin	2	0.389537016279682
Arthritis, Gouty	metyrapone	4	0.987709819122848
Arthritis, Gouty	metyrosine	2	0.344044106225632
Arthritis, Gouty	mexiletine	2	0.326246671503714
Arthritis, Gouty	mianserin	2.73913043478261	0.999993370318762
Arthritis, Gouty	miconazole	2.33333333333333	0.582906630790188
Arthritis, Gouty	midazolam	2.83333333333333	0.869342606786949
Arthritis, Gouty	midodrine	3	0.991771315051504
Arthritis, Gouty	midostaurin	2	0.455318481145097
Arthritis, Gouty	mifamurtide	0.5	1.31220047315937e-12
Arthritis, Gouty	mifepristone	2	0.411604781511435
Arthritis, Gouty	migalastat	2	0.320545910980988
Arthritis, Gouty	miglitol	2	0.105108932761323
Arthritis, Gouty	miglustat	2	0.207838699590591
Arthritis, Gouty	milnacipran	2.33333333333333	0.809718624941795
Arthritis, Gouty	milrinone	2	0.326246671503714
Arthritis, Gouty	miltefosine	2	0.337981481399644
Arthritis, Gouty	minaprine	2.77777777777778	0.999864325283071
Arthritis, Gouty	minocycline	1.85714285714286	0.0216874359083048
Arthritis, Gouty	minoxidil	2.66666666666667	0.92081589618392
Arthritis, Gouty	mirabegron	2	0.174005991918305
Arthritis, Gouty	mirtazapine	2.75	0.99995021320957
Arthritis, Gouty	misoprostol	2.75	0.964762494803548
Arthritis, Gouty	mitotane	2.6	0.994518224162886
Arthritis, Gouty	mivacurium	3.25	0.999907954982645
Arthritis, Gouty	moclobemide	2	0.104468191958862
Arthritis, Gouty	modafinil	2.5	0.826035246278758
Arthritis, Gouty	moexipril	2.5	0.639178061763185
Arthritis, Gouty	mogamulizumab	2	0.580471939347127
Arthritis, Gouty	molindone	2.75	0.990996748768311
Arthritis, Gouty	molsidomine	2	0.262421470906054
Arthritis, Gouty	mometasone	2	0.642321565484967
Arthritis, Gouty	mometasone furoate	2	0.629927932097713
Arthritis, Gouty	monobenzone	2	0.184060125346759
Arthritis, Gouty	montelukast	3	0.937500688099139
Arthritis, Gouty	moricizine	2	0.363244662055771
Arthritis, Gouty	moroctocog alfa	2.09090909090909	0.414290948706747
Arthritis, Gouty	morphine	1.75	0.0129229290870135
Arthritis, Gouty	moxetumomab pasudotox	2	0.38334196447269
Arthritis, Gouty	moxifloxacin	2	0.539827837277029
Arthritis, Gouty	moxisylyte	3	0.999726138158633
Arthritis, Gouty	moxonidine	2.5	0.84005436221155
Arthritis, Gouty	muromonab	1.64285714285714	9.81000645079565e-08
Arthritis, Gouty	mycophenolate mofetil	2	0.291759420532198
Arthritis, Gouty	mycophenolic acid	2	0.358966441107371
Arthritis, Gouty	myrrh	2	0.519863768700243
Arthritis, Gouty	n-acetylglucosamine	2.57142857142857	0.758578752084885
Arthritis, Gouty	nabilone	3	0.934310290516282
Arthritis, Gouty	nabumetone	2.5	0.837566968444779
Arthritis, Gouty	nadh	2.22388059701493	0.257149366409463
Arthritis, Gouty	nadolol	2.5	0.988135008327755
Arthritis, Gouty	nadroparin	2.5	0.979397033826955
Arthritis, Gouty	nafarelin	3	0.739863101889446
Arthritis, Gouty	naftifine	2	0.193738942187845
Arthritis, Gouty	nalbuphine	2	0.316655695038267
Arthritis, Gouty	naldemedine	2	0.260410731087502
Arthritis, Gouty	nalmefene	2	0.242188737604348
Arthritis, Gouty	naloxegol	2	0.35503595890891
Arthritis, Gouty	naloxone	1.85714285714286	0.0297924832060021
Arthritis, Gouty	naltrexone	2	0.27972852956859
Arthritis, Gouty	nandrolone decanoate	2	0.615393999131272
Arthritis, Gouty	nandrolone phenpropionate	2	0.599239516386724
Arthritis, Gouty	naphazoline	3	0.99445634366391
Arthritis, Gouty	naproxen	2.5	0.866934994555417
Arthritis, Gouty	naratriptan	2.75	0.878099439133281
Arthritis, Gouty	natalizumab	1.54545454545455	1.1021507499941e-08
Arthritis, Gouty	nateglinide	2.5	0.913479347458114
Arthritis, Gouty	nebivolol	2.33333333333333	0.788251065546641
Arthritis, Gouty	necitumumab	1	0.0304997277935272
Arthritis, Gouty	nedocromil	2.6	0.891285404081212
Arthritis, Gouty	nefazodone	2.6	0.996565420158436
Arthritis, Gouty	nelarabine	2	0.482236284666628
Arthritis, Gouty	neomycin	2	0.247443801451088
Arthritis, Gouty	neostigmine	3	0.986044282000928
Arthritis, Gouty	nepafenac	2.5	0.871736349489669
Arthritis, Gouty	neratinib	1	0.0466151774612966
Arthritis, Gouty	nesiritide	2	0.156290631941542
Arthritis, Gouty	netarsudil	2.33333333333333	0.873475505600599
Arthritis, Gouty	netupitant	3	0.8888043172891
Arthritis, Gouty	niacin	2	0.152100449471452
Arthritis, Gouty	nialamide	2	0.0743338948663843
Arthritis, Gouty	nicardipine	2.8	0.999743314262501
Arthritis, Gouty	nicergoline	3	0.922131055124552
Arthritis, Gouty	nicorandil	3	0.83082413921889
Arthritis, Gouty	nicotinamide	2.25	0.744175907048134
Arthritis, Gouty	nicotine	2.6	0.787263164098852
Arthritis, Gouty	nifedipine	2.55555555555556	0.972520418059881
Arthritis, Gouty	nilotinib	2	0.625042838716089
Arthritis, Gouty	nilutamide	2	0.590280184349119
Arthritis, Gouty	nilvadipine	2.66666666666667	0.935626658218189
Arthritis, Gouty	nimesulide	2	0.347131708262821
Arthritis, Gouty	nimodipine	2.4	0.794238129138332
Arthritis, Gouty	nintedanib	1.91666666666667	0.149781609234539
Arthritis, Gouty	niraparib	2	0.454265659166377
Arthritis, Gouty	nisoldipine	2.6	0.87100752614515
Arthritis, Gouty	nitisinone	2	0.1647100087752
Arthritis, Gouty	nitrazepam	2.625	0.784179398829808
Arthritis, Gouty	nitrendipine	2.625	0.853898347804772
Arthritis, Gouty	nitric oxide	2	0.0852766573995211
Arthritis, Gouty	nitroglycerin	2	0.262421470906054
Arthritis, Gouty	nitroprusside	2	0.277669818423777
Arthritis, Gouty	nitrous acid	2.5	0.691545458850005
Arthritis, Gouty	nivolumab	3	0.898123230201775
Arthritis, Gouty	nizatidine	3	0.634269845818649
Arthritis, Gouty	nomifensine	2.28571428571429	0.369351184296956
Arthritis, Gouty	nonacog beta pegol	2.33333333333333	0.833590074899891
Arthritis, Gouty	norelgestromin	2	0.638534927211517
Arthritis, Gouty	norepinephrine	2.72727272727273	0.998517536093628
Arthritis, Gouty	norethisterone	2	0.608710552977649
Arthritis, Gouty	norethynodrel	2	0.662702464330446
Arthritis, Gouty	norfloxacin	2	0.539827837277029
Arthritis, Gouty	norgestimate	2	0.725206377980299
Arthritis, Gouty	norgestrel	2	0.617911422188953
Arthritis, Gouty	nortriptyline	2.70833333333333	0.999999848850532
Arthritis, Gouty	noscapine	2	0.262421470906054
Arthritis, Gouty	nylidrin	3	0.990119733065116
Arthritis, Gouty	obeticholic acid	2	0.460172162722971
Arthritis, Gouty	obinutuzumab	3	0.969500272206473
Arthritis, Gouty	ocrelizumab	3	0.986044282000928
Arthritis, Gouty	ocriplasmin	1.66666666666667	0.0877470324827414
Arthritis, Gouty	octocrylene	2	0.689934261405811
Arthritis, Gouty	octreotide	2.66666666666667	0.912695634571214
Arthritis, Gouty	ofatumumab	3	0.965854129401203
Arthritis, Gouty	ofloxacin	2	0.522943119175437
Arthritis, Gouty	olanzapine	2.81818181818182	0.999995509069099
Arthritis, Gouty	olaparib	2	0.335811294853914
Arthritis, Gouty	olaratumab	2	0.545204052591652
Arthritis, Gouty	oleic acid	2.16666666666667	0.43054704987976
Arthritis, Gouty	olmesartan	2	0.409719815650881
Arthritis, Gouty	olodaterol	2	0.62282512785252
Arthritis, Gouty	olopatadine	2.625	0.949059166748312
Arthritis, Gouty	olsalazine	2.5	0.578054424127041
Arthritis, Gouty	omalizumab	2	0.203310260878466
Arthritis, Gouty	omega-3-acid ethyl esters	2	0.467517173550279
Arthritis, Gouty	omega-3-carboxylic acids	2.16666666666667	0.307965093272812
Arthritis, Gouty	omega-3 fatty acids	2	0.508278030246775
Arthritis, Gouty	omeprazole	2	0.448466639612347
Arthritis, Gouty	ondansetron	2.4	0.575182278294817
Arthritis, Gouty	opicapone	2	0.342684282960263
Arthritis, Gouty	opium	2	0.255292482015055
Arthritis, Gouty	oprelvekin	3	0.888503069232803
Arthritis, Gouty	orciprenaline	2	0.629927932097713
Arthritis, Gouty	orlistat	2.66666666666667	0.928648816413123
Arthritis, Gouty	ornithine	2.27272727272727	0.224487013802245
Arthritis, Gouty	orphenadrine	2.42857142857143	0.75495765897569
Arthritis, Gouty	oseltamivir	2	0.0953641191360887
Arthritis, Gouty	osimertinib	1	0.0466151774612966
Arthritis, Gouty	ospemifene	2	0.649739785701631
Arthritis, Gouty	ouabain	2	0.251850654017079
Arthritis, Gouty	oxacillin	4	0.999625408237079
Arthritis, Gouty	oxandrolone	2	0.629927932097713
Arthritis, Gouty	oxaprozin	2.5	0.886125903010447
Arthritis, Gouty	oxazepam	2.6	0.779704182258996
Arthritis, Gouty	oxcarbazepine	3	0.999646897651491
Arthritis, Gouty	oxetacaine	3	0.902914003711916
Arthritis, Gouty	oxiconazole	2	0.400760483613276
Arthritis, Gouty	oxprenolol	2.33333333333333	0.813553920791088
Arthritis, Gouty	oxtriphylline	2.4	0.915452729180802
Arthritis, Gouty	oxybenzone	2	0.698220264938091
Arthritis, Gouty	oxybuprocaine	3	0.888503069232803
Arthritis, Gouty	oxybutynin	3	0.994103477074405
Arthritis, Gouty	oxycodone	2	0.26458114376481
Arthritis, Gouty	oxygen	2.8	0.938129221571307
Arthritis, Gouty	oxymetazoline	3	0.999782539688613
Arthritis, Gouty	oxymetholone	2.5	0.949331343538752
Arthritis, Gouty	oxymorphone	2	0.377940582532638
Arthritis, Gouty	oxyphencyclimine	3	0.98888714815878
Arthritis, Gouty	oxyphenonium	3	0.883678925603411
Arthritis, Gouty	oxytocin	2.5	0.537578880885027
Arthritis, Gouty	paclitaxel	2	0.400064097249182
Arthritis, Gouty	palbociclib	2	0.601373810181029
Arthritis, Gouty	palifermin	2	0.443484292150165
Arthritis, Gouty	paliperidone	2.73333333333333	0.999871260110479
Arthritis, Gouty	palivizumab	1.44444444444444	1.84888237573487e-07
Arthritis, Gouty	palmitic acid	2.1	0.188321241694515
Arthritis, Gouty	palonosetron	3	0.825994008081695
Arthritis, Gouty	pamidronic acid	2	0.348782706757389
Arthritis, Gouty	pancuronium	3.33333333333333	0.999945810631038
Arthritis, Gouty	panitumumab	1	0.0466151774612966
Arthritis, Gouty	panobinostat	2	0.712114494512222
Arthritis, Gouty	pantoprazole	2.5	0.869497097453744
Arthritis, Gouty	papain	0	1.96783109423651e-08
Arthritis, Gouty	papaverine	2	0.125734645014069
Arthritis, Gouty	parachlorophenol	3	0.912440761559609
Arthritis, Gouty	paramethadione	3	0.878848306220981
Arthritis, Gouty	parathyroid hormone	2.5	0.67080677462246
Arthritis, Gouty	parecoxib	2	0.345509460985262
Arthritis, Gouty	pargyline	2	0.0997113015502158
Arthritis, Gouty	paricalcitol	2	0.443484292150164
Arthritis, Gouty	paroxetine	2.88571428571429	0.999999964276434
Arthritis, Gouty	pasireotide	2.5	0.860214672374518
Arthritis, Gouty	patent blue	2	0.599239516386724
Arthritis, Gouty	pazopanib	2	0.247298024763643
Arthritis, Gouty	pegademase	2	0.722330181576224
Arthritis, Gouty	pegaptanib	2	0.384606000868728
Arthritis, Gouty	pegfilgrastim	2	0.363244662055771
Arthritis, Gouty	peginesatide	2	0.53600358359888
Arthritis, Gouty	peginterferon alfa-2a	2.5	0.955156989114818
Arthritis, Gouty	peginterferon alfa-2b	2.5	0.92692589945085
Arthritis, Gouty	pegvisomant	2	0.515010203114794
Arthritis, Gouty	pembrolizumab	3	0.869174454705882
Arthritis, Gouty	pemetrexed	2	0.291852103693929
Arthritis, Gouty	penbutolol	2.5	0.956075221054501
Arthritis, Gouty	pentaerythritol tetranitrate	2.66666666666667	0.90478420993112
Arthritis, Gouty	pentagastrin	3	0.935727974991015
Arthritis, Gouty	pentamidine	3	0.997674013116332
Arthritis, Gouty	pentazocine	2	0.208205291332311
Arthritis, Gouty	pentobarbital	2.48	0.874403848872635
Arthritis, Gouty	pentolinium	3	0.917253554802442
Arthritis, Gouty	pentosan polysulfate	2.33333333333333	0.612022510126514
Arthritis, Gouty	pentostatin	2	0.293290868807751
Arthritis, Gouty	pentoxifylline	2.33333333333333	0.554018402979264
Arthritis, Gouty	pentoxyverine	2.54545454545455	0.94470305720965
Arthritis, Gouty	perampanel	2	0.409719815650881
Arthritis, Gouty	pergolide	2.88235294117647	0.999999999224733
Arthritis, Gouty	perhexiline	2.33333333333333	0.571649788216521
Arthritis, Gouty	periciazine	2.75	0.998886206809869
Arthritis, Gouty	perindopril	2.5	0.811981186989076
Arthritis, Gouty	permethrin	2.33333333333333	0.872210700335689
Arthritis, Gouty	perphenazine	2.66666666666667	0.998386399202497
Arthritis, Gouty	pertuzumab	2	0.62282512785252
Arthritis, Gouty	pexidartinib	2	0.380650139741676
Arthritis, Gouty	phenacemide	3	0.9076877421883
Arthritis, Gouty	phenazopyridine	3	0.9076877421883
Arthritis, Gouty	phendimetrazine	3	0.996133967402285
Arthritis, Gouty	phenelzine	2.66666666666667	0.836762578801047
Arthritis, Gouty	phenformin	3	0.999367344475617
Arthritis, Gouty	phenindamine	2	0.252411540378021
Arthritis, Gouty	phenindione	3	0.996385697432202
Arthritis, Gouty	pheniramine	2.33333333333333	0.49007435773618
Arthritis, Gouty	phenmetrazine	2.5	0.669630876939805
Arthritis, Gouty	phenobarbital	2.38461538461538	0.936289709825418
Arthritis, Gouty	phenol	2	0.615393999131272
Arthritis, Gouty	phenolphthalein	2	0.487116939313208
Arthritis, Gouty	phenoxybenzamine	2.75	0.999792775062048
Arthritis, Gouty	phenoxymethylpenicillin	4	0.960042507000895
Arthritis, Gouty	phenprocoumon	3	0.999782439597868
Arthritis, Gouty	phentermine	2.33333333333333	0.544030090712206
Arthritis, Gouty	phentolamine	3	0.999842289716109
Arthritis, Gouty	phenyl salicylate	2.5	0.912440761559609
Arthritis, Gouty	phenylalanine	2.42857142857143	0.862133324256592
Arthritis, Gouty	phenylbutazone	2.66666666666667	0.963990432909922
Arthritis, Gouty	phenylephrine	3	0.998526234238504
Arthritis, Gouty	phenylpropanolamine	2.83333333333333	0.999732638452953
Arthritis, Gouty	phenytoin	2.56666666666667	0.967076254176561
Arthritis, Gouty	pholcodine	2	0.265000341692654
Arthritis, Gouty	phosphatidyl serine	2.3	0.445379008134886
Arthritis, Gouty	phylloquinone	2	0.117755321655828
Arthritis, Gouty	physostigmine	3	0.994294980588112
Arthritis, Gouty	pidolic acid	2.88888888888889	0.995052551310962
Arthritis, Gouty	pilocarpine	3	0.996474635444789
Arthritis, Gouty	pimavanserin	3	0.998769757489203
Arthritis, Gouty	pimecrolimus	2	0.539827837277029
Arthritis, Gouty	pimozide	2.5	0.996942731596342
Arthritis, Gouty	pinaverium	2	0.272551233636201
Arthritis, Gouty	pindolol	2.4	0.751749008540493
Arthritis, Gouty	pioglitazone	2	0.255441383691115
Arthritis, Gouty	pipecuronium	3.33333333333333	0.999979479195671
Arthritis, Gouty	piperazine	2	0.282829544037019
Arthritis, Gouty	pipotiazine	2.75	0.996484267505817
Arthritis, Gouty	pipradrol	3	0.987769184426634
Arthritis, Gouty	pirbuterol	2.5	0.991802464075404
Arthritis, Gouty	pirenzepine	3	0.8352899912248
Arthritis, Gouty	piretanide	3	0.845320610363501
Arthritis, Gouty	pirfenidone	2	0.522943119175437
Arthritis, Gouty	piroxicam	2.5	0.880019859640287
Arthritis, Gouty	pitavastatin	2	0.228905977004046
Arthritis, Gouty	pitolisant	3	0.942026042946056
Arthritis, Gouty	pizotifen	2.875	0.999998198974821
Arthritis, Gouty	plecanatide	2	0.242497250706788
Arthritis, Gouty	plerixafor	2	0.569452950120241
Arthritis, Gouty	podofilox	2	0.642321565484967
Arthritis, Gouty	polatuzumab vedotin	2	0.345509460985262
Arthritis, Gouty	polyestradiol phosphate	2	0.662018518600356
Arthritis, Gouty	polyethylene glycol 400	2.5	0.584631950984923
Arthritis, Gouty	polythiazide	2	0.303977174948613
Arthritis, Gouty	pomalidomide	2	0.292508807669127
Arthritis, Gouty	ponatinib	1.93333333333333	0.248902586404127
Arthritis, Gouty	porfimer sodium	1.5	0.00783367385281356
Arthritis, Gouty	potassium	2	0.460172162722971
Arthritis, Gouty	potassium acetate	2	0.539827837277029
Arthritis, Gouty	potassium cation	2	0.532482826449721
Arthritis, Gouty	potassium chloride	2.33333333333333	0.367908411783159
Arthritis, Gouty	potassium nitrate	2	0.419528060652873
Arthritis, Gouty	potassium sulfate	2	0.460172162722972
Arthritis, Gouty	practolol	3	0.986044282000928
Arthritis, Gouty	pralatrexate	2	0.342604524374016
Arthritis, Gouty	pralidoxime	3	0.971281396032205
Arthritis, Gouty	pramipexole	2.6	0.982910100129433
Arthritis, Gouty	pramlintide	3.5	0.99999781456986
Arthritis, Gouty	pramocaine	2.85714285714286	0.98961177077249
Arthritis, Gouty	prasterone	2.41379310344828	0.913613030256194
Arthritis, Gouty	prasugrel	3	0.634238443482089
Arthritis, Gouty	pravastatin	2	0.371145714811151
Arthritis, Gouty	prazepam	2.6	0.782330701881591
