disease	drug	proximity	pval
Arthritis, Gouty	denileukin diftitox	2	0.244143902589468
Arthritis, Gouty	denosumab	2	0.384606000868728
Arthritis, Gouty	deoxycholic acid	2	0.324607522565082
Arthritis, Gouty	dequalinium	3	0.999335742477115
Arthritis, Gouty	deserpidine	2	0.232658061024763
Arthritis, Gouty	desflurane	2.55555555555556	0.794911687319701
Arthritis, Gouty	desipramine	2.80952380952381	0.999999089599762
Arthritis, Gouty	deslanoside	2	0.539827837277029
Arthritis, Gouty	desloratadine	2	0.247443801451088
Arthritis, Gouty	desmopressin	2.66666666666667	0.818623550225184
Arthritis, Gouty	desogestrel	2	0.679454089019012
Arthritis, Gouty	desonide	2	0.63675533794423
Arthritis, Gouty	desoximetasone	2	0.607564331445103
Arthritis, Gouty	desoxycorticosterone acetate	2	0.414499995640553
Arthritis, Gouty	desvenlafaxine	2.33333333333333	0.584301443750533
Arthritis, Gouty	deutetrabenazine	2	0.193738942187845
Arthritis, Gouty	dexamethasone	2	0.437203185097574
Arthritis, Gouty	dexbrompheniramine	2	0.232155176837053
Arthritis, Gouty	dexchlorpheniramine maleate	2	0.227761049963819
Arthritis, Gouty	dexfenfluramine	2.5	0.832834804835793
Arthritis, Gouty	dexibuprofen	2.41666666666667	0.995375893444676
Arthritis, Gouty	dexketoprofen	2.5	0.889784089383552
Arthritis, Gouty	dexlansoprazole	2.33333333333333	0.584301443750533
Arthritis, Gouty	dexmedetomidine	3	0.965661217299385
Arthritis, Gouty	dexmethylphenidate	2.33333333333333	0.609401048024932
Arthritis, Gouty	dexrazoxane	2	0.522943119175437
Arthritis, Gouty	dextroamphetamine	2.6	0.905019027989717
Arthritis, Gouty	dextromethorphan	2.33333333333333	0.92364712428729
Arthritis, Gouty	dextropropoxyphene	2.25	0.574722036429533
Arthritis, Gouty	dextrothyroxine	2.33333333333333	0.754347689258409
Arthritis, Gouty	dezocine	2	0.342297121643884
Arthritis, Gouty	diacerein	2.33333333333333	0.65004318615523
Arthritis, Gouty	diamorphine	2.25	0.588521969014078
Arthritis, Gouty	diazepam	2.5625	0.728529717557488
Arthritis, Gouty	diazoxide	2.5	0.969960933987026
Arthritis, Gouty	dibotermin alfa	2	0.57592734943351
Arthritis, Gouty	dichloroacetic acid	2	0.262421470906054
Arthritis, Gouty	dichlorobenzyl alcohol	3	0.997761581309084
Arthritis, Gouty	diclofenac	2.5	0.816661940822621
Arthritis, Gouty	diclofenamide	2.75	0.877903374792109
Arthritis, Gouty	dicoumarol	2.33333333333333	0.801126255732609
Arthritis, Gouty	dicyclomine	3	0.965485751358162
Arthritis, Gouty	didanosine	2	0.467517173550279
Arthritis, Gouty	dienestrol	2	0.640975832526575
Arthritis, Gouty	dienogest	2	0.655955893774368
Arthritis, Gouty	diethylcarbamazine	2.5	0.838145576734718
Arthritis, Gouty	diethylpropion	2.5	0.676702654447565
Arthritis, Gouty	diethylstilbestrol	2	0.491979452577234
Arthritis, Gouty	diflorasone	2	0.556515707849836
Arthritis, Gouty	diflunisal	2.5	0.865563405913591
Arthritis, Gouty	difluocortolone	2	0.3881650769017
Arthritis, Gouty	difluprednate	2	0.599239516386724
Arthritis, Gouty	digitoxin	2	0.517763715333372
Arthritis, Gouty	digoxin	2	0.532482826449721
Arthritis, Gouty	dihydro-alpha-ergocryptine	3	0.99995163754265
Arthritis, Gouty	dihydroergocornine	2.91666666666667	0.999999969149072
Arthritis, Gouty	dihydroergocristine	2.89655172413793	0.999999955678594
Arthritis, Gouty	dihydroergotamine	3	0.993745081916599
Arthritis, Gouty	dihydrotachysterol	2	0.5
Arthritis, Gouty	diltiazem	2.5	0.532170743088102
Arthritis, Gouty	dimenhydrinate	2	0.247443801451088
Arthritis, Gouty	dimercaprol	2	0.811101348064979
Arthritis, Gouty	dimethyl fumarate	1.5	0.00405811393740547
Arthritis, Gouty	dimetindene	2.5	0.783007913640838
Arthritis, Gouty	dinoprost	3	0.883678925603411
Arthritis, Gouty	dinoprost tromethamine	2.5	0.717170455962981
Arthritis, Gouty	dinoprostone	2.8	0.969742893384559
Arthritis, Gouty	diosmin	2	0.484989796885206
Arthritis, Gouty	dioxybenzone	2	0.460172162722971
Arthritis, Gouty	diphemanil	3	0.969500272206473
Arthritis, Gouty	diphenhydramine	2.5	0.814972271417728
Arthritis, Gouty	diphenidol	3	0.998234468099887
Arthritis, Gouty	diphenoxylate	2	0.32587579081213
Arthritis, Gouty	diphenylpyraline	2	0.204834191305639
Arthritis, Gouty	dipivefrin	2.8	0.992951819947653
Arthritis, Gouty	dipyridamole	2	0.0723196094205426
Arthritis, Gouty	dipyrithione	2	0.449519206289237
Arthritis, Gouty	disopyramide	2.625	0.998730826696876
Arthritis, Gouty	disulfiram	2.5	0.763065175347626
Arthritis, Gouty	dl-methylephedrine	2.77777777777778	0.999903538176584
Arthritis, Gouty	dobutamine	2.66666666666667	0.99952904980049
Arthritis, Gouty	docetaxel	2	0.397363447230138
Arthritis, Gouty	doconexent	2	0.545883750509933
Arthritis, Gouty	dofetilide	2	0.365169824016815
Arthritis, Gouty	dolasetron	3	0.902914003711916
Arthritis, Gouty	domperidone	3	0.99986918876941
Arthritis, Gouty	donepezil	2.33333333333333	0.892438925187442
Arthritis, Gouty	dopamine	2.6	0.989966524281574
Arthritis, Gouty	dorzolamide	2.75	0.918410872770889
Arthritis, Gouty	dosulepin	2.8125	0.999981961816322
Arthritis, Gouty	dotatate gallium ga-68	3	0.961685806645801
Arthritis, Gouty	doxacurium	3.5	0.998581933672173
Arthritis, Gouty	doxapram	2	0.226719092573876
Arthritis, Gouty	doxazosin	2.8	0.986281202403607
Arthritis, Gouty	doxepin	2.78947368421053	0.99995781126111
Arthritis, Gouty	doxercalciferol	2	0.460172162722972
Arthritis, Gouty	doxorubicin	2	0.517763715333372
Arthritis, Gouty	doxylamine	2.33333333333333	0.538285684802261
Arthritis, Gouty	dronabinol	3	0.935607628203741
Arthritis, Gouty	dronedarone	2.52	0.99931990240348
Arthritis, Gouty	droperidol	3	0.997736130957887
Arthritis, Gouty	drospirenone	2	0.62282512785252
Arthritis, Gouty	drotaverine	2	0.226514851728384
Arthritis, Gouty	drotrecogin alfa	2.33333333333333	0.864721228608268
Arthritis, Gouty	droxidopa	2.8	0.999335355016234
Arthritis, Gouty	dulaglutide	2	0.556515707849836
Arthritis, Gouty	duloxetine	2.33333333333333	0.615393999131272
Arthritis, Gouty	dupilumab	2	0.370072067902287
Arthritis, Gouty	durvalumab	3	0.934707567948523
Arthritis, Gouty	duvelisib	2	0.37717487214748
Arthritis, Gouty	dyclonine	3	0.878848306220981
Arthritis, Gouty	dydrogesterone	2	0.556515707849836
Arthritis, Gouty	dyphylline	2.5	0.789335604125531
Arthritis, Gouty	ecallantide	3	0.976703148314434
Arthritis, Gouty	echothiophate	3	0.693062784956808
Arthritis, Gouty	econazole	2	0.434593406808674
Arthritis, Gouty	eculizumab	2	0.272551233636201
Arthritis, Gouty	edotreotide gallium ga-68	2.5	0.798921885957142
Arthritis, Gouty	edoxaban	2	0.350260214298369
Arthritis, Gouty	edrophonium	3	0.911062439602701
Arthritis, Gouty	efalizumab	1.5	1.12810992369623e-08
Arthritis, Gouty	eflornithine	2	0.370072067902287
Arthritis, Gouty	efmoroctocog alfa	2	0.356651586939229
Arthritis, Gouty	elagolix	3	0.802968200025648
Arthritis, Gouty	eletriptan	2.71428571428571	0.926621317552989
Arthritis, Gouty	elexacaftor	2	0.580471939347127
Arthritis, Gouty	eliglustat	2	0.227272062436361
Arthritis, Gouty	elotuzumab	3	0.9076877421883
Arthritis, Gouty	eltrombopag	3	0.983151379636745
Arthritis, Gouty	eluxadoline	2	0.265000341692654
Arthritis, Gouty	emapalumab	3	0.874012986245176
Arthritis, Gouty	emedastine	2	0.227761049963819
Arthritis, Gouty	emicizumab	2.5	0.746438772320088
Arthritis, Gouty	enalapril	2	0.218002487463221
Arthritis, Gouty	enalaprilat	2.5	0.651337761087737
Arthritis, Gouty	enasidenib	2	0.292508807669128
Arthritis, Gouty	encainide	2	0.439698306008775
Arthritis, Gouty	encorafenib	2	0.5
Arthritis, Gouty	enflurane	2.47368421052632	0.523991961139346
Arthritis, Gouty	enfortumab vedotin	3	0.883678925603411
Arthritis, Gouty	enoxaparin	2.5	0.863918979024383
Arthritis, Gouty	enoximone	2	0.350260214298369
Arthritis, Gouty	enprofylline	2.5	0.793299054992077
Arthritis, Gouty	entacapone	2	0.348782706757389
Arthritis, Gouty	entrectinib	2	0.278771863802142
Arthritis, Gouty	enzacamene	2	0.735165001705247
Arthritis, Gouty	enzalutamide	2	0.569452950120241
Arthritis, Gouty	ephedrine	2.75	0.965419734482141
Arthritis, Gouty	epicriptine	2.8	0.997110995807411
Arthritis, Gouty	epinastine	2.66666666666667	0.977719208787763
Arthritis, Gouty	epinephrine	2.75	0.999971161534054
Arthritis, Gouty	epirubicin	2	0.424072650566491
Arthritis, Gouty	eplerenone	2	0.430547049879759
Arthritis, Gouty	epoprostenol	2.66666666666667	0.669116495807116
Arthritis, Gouty	eprosartan	2	0.37717487214748
Arthritis, Gouty	eptifibatide	2	0.460172162722971
Arthritis, Gouty	erdafitinib	2	0.479132264527759
Arthritis, Gouty	erenumab	3	0.883678925603411
Arthritis, Gouty	ergocalciferol	2.63636363636364	0.981893641369058
Arthritis, Gouty	ergoloid mesylate	2.89655172413793	0.999999996645038
Arthritis, Gouty	ergometrine	3	0.8888043172891
Arthritis, Gouty	ergotamine	2.9375	0.999999912419383
Arthritis, Gouty	eribulin	2	0.454795947408348
Arthritis, Gouty	erlotinib	1.5	0.0548600807178878
Arthritis, Gouty	erythrityl tetranitrate	2	0.267859356095353
Arthritis, Gouty	erythromycin	2.5	0.902914003711916
Arthritis, Gouty	erythropoietin	2	0.414499995640553
Arthritis, Gouty	escitalopram	2.73333333333333	0.999941559643218
Arthritis, Gouty	esculin	2	0.62282512785252
Arthritis, Gouty	esketamine	2.3	0.915145880968801
Arthritis, Gouty	eslicarbazepine	3	0.893318648385445
Arthritis, Gouty	eslicarbazepine acetate	3	0.912440761559609
Arthritis, Gouty	esmolol	3	0.980031114586946
Arthritis, Gouty	esomeprazole	2.5	0.809429490163818
Arthritis, Gouty	estazolam	2.6	0.720346600986487
Arthritis, Gouty	estradiol	2.14285714285714	0.797264119016335
Arthritis, Gouty	estradiol acetate	2.14285714285714	0.843994060582873
Arthritis, Gouty	estradiol benzoate	2.14285714285714	0.820869845516991
Arthritis, Gouty	estradiol cypionate	2.14285714285714	0.83601411058868
Arthritis, Gouty	estradiol dienanthate	2.14285714285714	0.812371169264268
Arthritis, Gouty	estradiol valerate	2.14285714285714	0.819574765090271
Arthritis, Gouty	estramustine	2	0.638459529545353
Arthritis, Gouty	estriol	2	0.630795479416382
Arthritis, Gouty	estrone	2	0.491336621170485
Arthritis, Gouty	estrone sulfate	2	0.71240073356931
Arthritis, Gouty	eszopiclone	2.61538461538462	0.712239001376194
Arthritis, Gouty	etacrynic acid	2.25	0.768649129441006
Arthritis, Gouty	etafedrine	2	0.607564331445103
Arthritis, Gouty	etanercept	1.69230769230769	3.18893629052236e-06
Arthritis, Gouty	etelcalcetide	2	0.309420465698755
Arthritis, Gouty	ethanol	2.70454545454545	0.999157128888938
Arthritis, Gouty	ethanolamine oleate	2	0.332054137048752
Arthritis, Gouty	ethchlorvynol	2.61538461538462	0.686905030905563
Arthritis, Gouty	ethinamate	2.5	0.7307788117136
Arthritis, Gouty	ethinylestradiol	2	0.657702878356116
Arthritis, Gouty	ethosuximide	3	0.739863101889446
Arthritis, Gouty	ethotoin	2	0.357678434515033
Arthritis, Gouty	ethynodiol diacetate	2	0.662018518600356
Arthritis, Gouty	etidronic acid	2	0.384606000868728
Arthritis, Gouty	etodolac	2.33333333333333	0.804514777072108
Arthritis, Gouty	etomidate	2.64285714285714	0.775283542423756
Arthritis, Gouty	etonogestrel	2	0.657315717039737
Arthritis, Gouty	etoposide	2	0.460172162722972
Arthritis, Gouty	etoricoxib	2	0.414499995640553
Arthritis, Gouty	eugenol	2	0.340037878935497
Arthritis, Gouty	everolimus	2	0.569452950120241
Arthritis, Gouty	exemestane	2	0.188495385533661
Arthritis, Gouty	exenatide	2	0.434593406808674
Arthritis, Gouty	ezetimibe	2.66666666666667	0.737764906264469
Arthritis, Gouty	ezogabine	2.5	0.61775889597918
Arthritis, Gouty	famotidine	3	0.586640726495779
Arthritis, Gouty	febuxostat	2	0.198581893526159
Arthritis, Gouty	fedratinib	2	0.371145714811152
Arthritis, Gouty	felbamate	2	0.188488550612064
Arthritis, Gouty	felodipine	2.46153846153846	0.824974402937545
Arthritis, Gouty	fenfluramine	2.75	0.97974034954449
Arthritis, Gouty	fenofibrate	2.33333333333333	0.861283186212234
Arthritis, Gouty	fenofibric acid	2.2	0.832022704961525
Arthritis, Gouty	fenoldopam	3	0.999965682363153
Arthritis, Gouty	fenoprofen	2.25	0.827297144886256
Arthritis, Gouty	fenoterol	2.33333333333333	0.721334869422762
Arthritis, Gouty	fentanyl	2	0.175864996313266
Arthritis, Gouty	ferric cation	2	0.565406593191326
Arthritis, Gouty	ferric pyrophosphate citrate	2.4	0.843153560328483
Arthritis, Gouty	ferrous ascorbate	2.28571428571429	0.848694010786626
Arthritis, Gouty	ferrous fumarate	2.28571428571429	0.794763503963274
Arthritis, Gouty	ferrous gluconate	2.28571428571429	0.8253458831682
Arthritis, Gouty	ferrous glycine sulfate	2.28571428571429	0.811151757021202
Arthritis, Gouty	ferrous succinate	2.28571428571429	0.795761222346513
Arthritis, Gouty	fesoterodine	3	0.996313032591558
Arthritis, Gouty	fexofenadine	2	0.237569428041602
Arthritis, Gouty	filgrastim	2	0.336722931438395
Arthritis, Gouty	finafloxacin	2	0.556515707849836
Arthritis, Gouty	fingolimod	2.5	0.896933522320268
Arthritis, Gouty	fish oil	2.57692307692308	0.999056286228911
Arthritis, Gouty	flavin adenine dinucleotide	2.15384615384615	0.106642465861108
Arthritis, Gouty	flavin mononucleotide	2.1	0.11785353419596
Arthritis, Gouty	flavone	2	0.110335680959923
Arthritis, Gouty	flavoxate	3	0.978116217653413
Arthritis, Gouty	flecainide	2.25	0.764013890622623
Arthritis, Gouty	flibanserin	2.33333333333333	0.753264086377259
Arthritis, Gouty	florbetaben (18f)	2	0.791720028361604
Arthritis, Gouty	florbetapir (18f)	2	0.801418106473841
Arthritis, Gouty	floxuridine	2	0.460172162722971
Arthritis, Gouty	fluciclovine (18f)	2.46153846153846	0.993118196539557
Arthritis, Gouty	flucytosine	2	0.539827837277029
Arthritis, Gouty	fludarabine	2	0.311053164759508
Arthritis, Gouty	fludrocortisone	2	0.5
Arthritis, Gouty	flufenamic acid	2.16666666666667	0.740517204101802
Arthritis, Gouty	flumazenil	2.61538461538462	0.727941500235399
Arthritis, Gouty	flumethasone	2	0.580471939347127
Arthritis, Gouty	flunarizine	2.6	0.946443890279661
Arthritis, Gouty	flunisolide	2	0.590280184349119
Arthritis, Gouty	flunitrazepam	2.66666666666667	0.772588238169605
Arthritis, Gouty	fluocinolone acetonide	2	0.315146506946003
Arthritis, Gouty	fluocinonide	2.5	0.925466661254316
Arthritis, Gouty	fluorometholone	2	0.599239516386724
Arthritis, Gouty	fluorouracil	2	0.434593406808674
Arthritis, Gouty	fluoxetine	2.71428571428571	0.992607146001048
Arthritis, Gouty	fluoxymesterone	2.2	0.788187961762339
Arthritis, Gouty	flupentixol	3	0.999995385858384
Arthritis, Gouty	fluphenazine	2.66666666666667	0.999961525116943
Arthritis, Gouty	flurandrenolide	2	0.607564331445103
Arthritis, Gouty	flurazepam	2.6	0.674298553478637
Arthritis, Gouty	flurbiprofen	2.5	0.862133324256592
Arthritis, Gouty	fluspirilene	3	0.99003466746366
Arthritis, Gouty	flutamide	2	0.57177963700085
Arthritis, Gouty	flutemetamol (18f)	2	0.801418106473841
Arthritis, Gouty	fluticasone	2	0.448466639612346
Arthritis, Gouty	fluticasone furoate	2	0.489748697606803
Arthritis, Gouty	fluticasone propionate	2	0.473976628658379
Arthritis, Gouty	fluvastatin	2	0.39615116870671
Arthritis, Gouty	fluvoxamine	2	0.325152956357075
Arthritis, Gouty	folic acid	2.5	0.494689217950888
Arthritis, Gouty	follitropin	2	0.361465072788483
Arthritis, Gouty	fondaparinux	2.5	0.89731295404768
Arthritis, Gouty	foreskin fibroblast (neonatal)	2.3	0.944988484989798
Arthritis, Gouty	foreskin keratinocyte (neonatal)	2.18181818181818	0.762069483058201
Arthritis, Gouty	formoterol	2.33333333333333	0.726413336071413
Arthritis, Gouty	fosinopril	2	0.288034907556519
Arthritis, Gouty	fosnetupitant	3	0.874330169576492
Arthritis, Gouty	fosphenytoin	2	0.414499995640553
Arthritis, Gouty	fospropofol	2	0.17316333980652
Arthritis, Gouty	fostamatinib	2.06081081081081	0.127702414064507
Arthritis, Gouty	framycetin	2	0.477056880824563
Arthritis, Gouty	fremanezumab	3	0.969500272206473
Arthritis, Gouty	frovatriptan	3	0.916670945509517
Arthritis, Gouty	fructose	2	0.293290868807751
Arthritis, Gouty	fulvestrant	2	0.643348413060771
Arthritis, Gouty	furosemide	2.5	0.753877245398592
Arthritis, Gouty	gabapentin	2.5	0.713511755267189
Arthritis, Gouty	gabapentin enacarbil	2.5	0.447402634632325
Arthritis, Gouty	gadopentetic acid	2	0.419528060652873
Arthritis, Gouty	galantamine	2.86666666666667	0.997527053396788
Arthritis, Gouty	galcanezumab	3	0.969500272206473
Arthritis, Gouty	gallamine triethiodide	3.2	0.999670243651301
Arthritis, Gouty	gallium nitrate	2	0.247189638547726
Arthritis, Gouty	galsulfase	2	0.424072650566491
Arthritis, Gouty	gamma-aminobutyric acid	2.33333333333333	0.509774034806106
Arthritis, Gouty	gamma-hydroxybutyric acid	2.5	0.538653618642574
Arthritis, Gouty	ganirelix	3	0.718855150211579
Arthritis, Gouty	gefitinib	1	0.0383141933541994
Arthritis, Gouty	gemcitabine	2	0.282829544037019
Arthritis, Gouty	gemeprost	3	0.984833570513135
Arthritis, Gouty	gemfibrozil	2.5	0.653542194160777
Arthritis, Gouty	gemtuzumab ozogamicin	1.54545454545455	3.78339498435714e-07
Arthritis, Gouty	gentamicin	2	0.30630113334922
Arthritis, Gouty	gestrinone	2.16666666666667	0.787031576657442
Arthritis, Gouty	gilteritinib	2.83333333333333	0.999895814810458
Arthritis, Gouty	gimeracil	2	0.188495385533661
Arthritis, Gouty	ginkgo biloba	2.6	0.889218850659266
Arthritis, Gouty	ginseng	2.33333333333333	0.777910342438448
Arthritis, Gouty	glasdegib	3	0.993169487254124
Arthritis, Gouty	glatiramer	2	0.350260214298369
Arthritis, Gouty	gliclazide	2.5	0.82101531190107
Arthritis, Gouty	glimepiride	2.66666666666667	0.900917274540937
Arthritis, Gouty	glipizide	2.5	0.880291785581017
Arthritis, Gouty	gliquidone	3.5	0.998190250828821
Arthritis, Gouty	glucagon	2.33333333333333	0.586351303388717
Arthritis, Gouty	gluconolactone	2	0.190570509836182
Arthritis, Gouty	glucosamine	2.25	0.849592516692718
Arthritis, Gouty	glutamic acid	2.43283582089552	0.95659110397087
Arthritis, Gouty	glutathione	2.31578947368421	0.361674443084947
Arthritis, Gouty	glutathione disulfide	2	0.159871187246137
Arthritis, Gouty	glutethimide	2.61538461538462	0.702500416465789
Arthritis, Gouty	glyburide	2.55555555555556	0.963889917014966
Arthritis, Gouty	glycerin	2.25	0.799756873986619
Arthritis, Gouty	glycine	2.44	0.851501194767739
Arthritis, Gouty	glycine betaine	2	0.539827837277029
Arthritis, Gouty	glycol salicylate	2.5	0.925466661254316
Arthritis, Gouty	glycolic acid	2	0.446420795369289
Arthritis, Gouty	glycopyrronium	3	0.994546326650914
Arthritis, Gouty	glycyrrhizic acid	2	0.233421057371901
Arthritis, Gouty	glymidine	2.5	0.730431844384244
Arthritis, Gouty	golimumab	2	0.539827837277029
Arthritis, Gouty	golodirsen	2	0.5
Arthritis, Gouty	gonadorelin	3	0.749629235561118
Arthritis, Gouty	goserelin	3	0.94212486316042
Arthritis, Gouty	granisetron	3	0.825994008081695
Arthritis, Gouty	griseofulvin	2	0.188495385533661
Arthritis, Gouty	guaiacol	2	0.607564331445103
Arthritis, Gouty	guaifenesin	2.28571428571429	0.67365239840995
Arthritis, Gouty	guanabenz	3	0.991573118552272
Arthritis, Gouty	guanadrel	3	0.879160118403912
Arthritis, Gouty	guanethidine	3	0.859826339410149
Arthritis, Gouty	guanfacine	3	0.987696539332432
Arthritis, Gouty	guanidine	2	0.097642253369769
Arthritis, Gouty	guselkumab	3	0.917168874638881
Arthritis, Gouty	halazepam	2.6	0.756786163542366
Arthritis, Gouty	halcinonide	3	0.961887578573769
Arthritis, Gouty	halofantrine	2	0.384606000868728
Arthritis, Gouty	haloperidol	2.72222222222222	0.999998341778445
Arthritis, Gouty	halothane	2.48148148148148	0.757022905985754
Arthritis, Gouty	heparin	2.41666666666667	0.948292954793031
Arthritis, Gouty	hesperidin	2	0.615393999131272
Arthritis, Gouty	hexachlorophene	2	0.243017017244268
Arthritis, Gouty	hexafluronium	3	0.588282548300136
Arthritis, Gouty	hexocyclium	3	0.998906553451881
Arthritis, Gouty	hexylcaine	2.5	0.650159382529735
Arthritis, Gouty	hexylresorcinol	1.66666666666667	0.00463767626926971
Arthritis, Gouty	histamine	2.8	0.873197444919638
Arthritis, Gouty	histrelin	3	0.797956667211574
Arthritis, Gouty	homatropine	3	0.991958681926244
Arthritis, Gouty	homatropine methylbromide	3	0.994640216839187
Arthritis, Gouty	homosalate	2	0.713953774118376
Arthritis, Gouty	human c1-esterase inhibitor	2.33333333333333	0.800269856194757
Arthritis, Gouty	human calcitonin	2	0.556515707849836
Arthritis, Gouty	human immunoglobulin g	1.7	0.000113648522184755
Arthritis, Gouty	human thrombin	2.375	0.798696549490807
Arthritis, Gouty	huperzine a	3	0.980031114586946
Arthritis, Gouty	hyaluronic acid	2.08333333333333	0.173332466224595
Arthritis, Gouty	hydralazine	2.33333333333333	0.835289991224799
Arthritis, Gouty	hydrochlorothiazide	2.5	0.905207739763562
Arthritis, Gouty	hydrocodone	2	0.20804882294573
Arthritis, Gouty	hydrocortamate	2	0.607564331445103
Arthritis, Gouty	hydrocortisone	2	0.53600358359888
Arthritis, Gouty	hydrocortisone acetate	2.33333333333333	0.84005436221155
Arthritis, Gouty	hydrocortisone butyrate	2.33333333333333	0.870384317293019
Arthritis, Gouty	hydrocortisone cypionate	2.33333333333333	0.832387115867761
Arthritis, Gouty	hydrocortisone phosphate	2.33333333333333	0.862998412569355
Arthritis, Gouty	hydrocortisone probutate	2.33333333333333	0.839892750846363
Arthritis, Gouty	hydrocortisone valerate	2.33333333333333	0.846797194982195
Arthritis, Gouty	hydroflumethiazide	2.625	0.994735565022428
Arthritis, Gouty	hydromorphone	2	0.273874558340981
Arthritis, Gouty	hydroquinone	2	0.178835605536245
Arthritis, Gouty	hydroxocobalamin	2.77777777777778	0.987544721388215
Arthritis, Gouty	hydroxychloroquine	2	0.245271802829977
Arthritis, Gouty	hydroxyprogesterone caproate	2	0.5
Arthritis, Gouty	hydroxyurea	2	0.405648127869354
Arthritis, Gouty	hydroxyzine	2	0.232155176837053
Arthritis, Gouty	hyoscyamine	3	0.998347008266791
Arthritis, Gouty	hypromellose	2	0.188898651935021
Arthritis, Gouty	ibalizumab	2	0.522943119175437
Arthritis, Gouty	ibandronate	2	0.38409908550975
Arthritis, Gouty	ibritumomab tiuxetan	1.63636363636364	2.50123903336209e-07
Arthritis, Gouty	ibrutinib	1	2.08137521949324e-23
Arthritis, Gouty	ibuprofen	2.3	0.918303524248225
Arthritis, Gouty	ibutilide	2.5	0.646587805183572
Arthritis, Gouty	icatibant	2.5	0.629374888417376
Arthritis, Gouty	icosapent	2.18181818181818	0.487364091163526
Arthritis, Gouty	idarubicin	2	0.569452950120241
Arthritis, Gouty	idelalisib	2	0.350260214298369
Arthritis, Gouty	idursulfase	2	0.43054704987976
Arthritis, Gouty	ifenprodil	2	0.433219431788052
Arthritis, Gouty	ifosfamide	2	0.443484292150164
Arthritis, Gouty	iloperidone	2.63636363636364	0.997804022149635
Arthritis, Gouty	iloprost	2.25	0.504305616226602
Arthritis, Gouty	imatinib	2	0.506199707816231
Arthritis, Gouty	imipramine	2.72	0.999991454764303
Arthritis, Gouty	imiquimod	2	0.117893215439927
Arthritis, Gouty	indacaterol	2	0.599239516386724
Arthritis, Gouty	indapamide	2	0.282829544037019
Arthritis, Gouty	indecainide	2	0.424072650566491
Arthritis, Gouty	indigotindisulfonic acid	2.85714285714286	0.998122282103039
Arthritis, Gouty	indomethacin	2.33333333333333	0.791739064654251
Arthritis, Gouty	infliximab	2	0.467517173550279
Arthritis, Gouty	ingenol mebutate	2	0.677413356810351
Arthritis, Gouty	inotuzumab ozogamicin	2	0.350260214298369
Arthritis, Gouty	insulin aspart	2	0.5
Arthritis, Gouty	insulin degludec	2	0.53753599493273
Arthritis, Gouty	insulin detemir	2	0.560301693991225
Arthritis, Gouty	insulin glargine	2	0.5
Arthritis, Gouty	insulin glulisine	2	0.486763653916884
Arthritis, Gouty	insulin human	2	0.559166297794654
Arthritis, Gouty	insulin lispro	2	0.572539989341634
Arthritis, Gouty	insulin pork	2.13333333333333	0.32946616855773
Arthritis, Gouty	interferon alfa-2a, recombinant	2.5	0.961685806645801
Arthritis, Gouty	interferon alfa-2b	2.5	0.951246364432428
Arthritis, Gouty	interferon alfa-n1	2.5	0.970994114274438
Arthritis, Gouty	interferon alfa-n3	2.5	0.940339918502362
Arthritis, Gouty	interferon alfacon-1	2.5	0.980031114586946
Arthritis, Gouty	interferon beta-1a	2.5	0.981264672005092
Arthritis, Gouty	interferon beta-1b	2.5	0.980607941682367
Arthritis, Gouty	interferon gamma-1b	2.5	0.826035246278758
Arthritis, Gouty	iopodic acid	3	0.83082413921889
Arthritis, Gouty	ipilimumab	3	0.969500272206473
Arthritis, Gouty	ipratropium	3	0.993698504571203
Arthritis, Gouty	irbesartan	2	0.678262208476275
Arthritis, Gouty	irinotecan	2	0.108383992747055
Arthritis, Gouty	iron	2.28571428571429	0.802500323652369
Arthritis, Gouty	iron dextran	2.4	0.884227486047948
Arthritis, Gouty	iron sucrose	3	0.946590846136368
Arthritis, Gouty	isavuconazole	2.33333333333333	0.844856998800449
Arthritis, Gouty	isocarboxazid	2	0.100633269058792
Arthritis, Gouty	isoetharine	2.5	0.965280981335166
Arthritis, Gouty	isoflurane	2.55	0.83232127964994
Arthritis, Gouty	isoflurophate	2.66666666666667	0.912559286490423
Arthritis, Gouty	isometheptene	2.5	0.636519959144303
Arthritis, Gouty	isoniazid	2.5	0.584165241534696
Arthritis, Gouty	isoprenaline	2	0.323481997804686
Arthritis, Gouty	isopropamide	3	0.967270470875319
Arthritis, Gouty	isopropyl alcohol	2.14285714285714	0.260108903599585
Arthritis, Gouty	isosorbide	2	0.490891907194225
Arthritis, Gouty	isosorbide dinitrate	2	0.267469696891442
Arthritis, Gouty	isosorbide mononitrate	2	0.298602920768755
Arthritis, Gouty	isotretinoin	2	0.471884801705183
Arthritis, Gouty	isradipine	2.57142857142857	0.807284910248828
Arthritis, Gouty	istradefylline	3	0.997942584001815
Arthritis, Gouty	itraconazole	2	0.19332691244163
Arthritis, Gouty	ivabradine	2	0.208279971638396
Arthritis, Gouty	ivacaftor	2	0.590280184349119
Arthritis, Gouty	ivermectin	2	0.242497250706788
Arthritis, Gouty	ivosidenib	2	0.392435668554897
Arthritis, Gouty	ixabepilone	2	0.545204052591652
Arthritis, Gouty	ixekizumab	2	0.211483105988325
Arthritis, Gouty	kaletra	2.28571428571429	0.596158839546658
Arthritis, Gouty	kappadione	2.42857142857143	0.960752236128332
Arthritis, Gouty	ketamine	2.73913043478261	0.999972077040181
